MASIE NSIDC/NIC Sea Ice Product G02186 - Daily Ice Extent by Region in Square Kilometers
yyyyddd, (0) Northern_Hemisphere, (1) Beaufort_Sea, (2) Chukchi_Sea, (3) East_Siberian_Sea, (4) Laptev_Sea, (5) Kara_Sea, (6) Barents_Sea, (7) Greenland_Sea, (8) Baffin_Bay_Gulf_of_St._Lawrence, (9) Canadian_Archipelago, (10) Hudson_Bay, (11) Central_Arctic, (12) Bering_Sea, (13) Baltic_Sea, (14) Sea_of_Okhotsk, (15) Yellow_Sea, (16) Cook_Inlet
 2006121,13037926.73, 1067608.99,  965301.59, 1083590.78,  896455.12,  911941.09,  366228.74,  533678.29, 1037523.52,  843395.32, 1178517.71, 3098988.83,  639161.67,   29017.02,  381798.21,       0.00,     811.10
 2006122,12886411.52, 1067608.99,  965301.59, 1083590.78,  895511.29,  894475.19,  294884.47,  534873.27, 1008708.98,  843395.32, 1151249.16, 3101833.36,  638187.24,   30020.51,  372051.53,       0.00,     811.10
 2006123,12707060.12, 1067608.99,  965301.59, 1083590.78,  895838.03,  882874.79,  259790.33,  516701.23, 1004693.41,  843940.94, 1142497.30, 3102795.59,  571994.09,   30020.51,  334692.72,       0.00,     811.10
 2006124,12659205.35, 1067608.99,  965301.59, 1083590.78,  895838.03,  885645.99,  230493.49,  521153.94, 1004433.82,  840986.71, 1151538.67, 3100702.71,  562383.32,   29052.99,  315754.50,       0.00,     811.10
 2006125,12644810.92, 1067608.99,  965301.59, 1083590.78,  895424.78,  884189.54,  231161.68,  519546.00, 1000141.69,  840986.71, 1149748.76, 3098921.73,  558434.40,   28537.81,  316496.62,       0.00,     811.10
 2006126,12585110.26, 1067608.99,  965301.59, 1083590.78,  895424.78,  880145.27,  223274.94,  517294.59,  991061.11,  835460.28, 1139246.03, 3098106.48,  546162.43,   25529.28,  312183.87,       0.00,     811.10
 2006127,12489983.77, 1067802.84,  965301.59, 1083590.78,  895424.78,  881715.03,  209730.81,  503104.85,  965610.70,  832614.47, 1101848.94, 3094643.56,  546162.43,   25529.28,  312183.87,       0.00,     811.10
 2006128,12440578.87, 1067802.84,  965301.59, 1083590.78,  895424.78,  881715.03,  201062.45,  508423.38,  984552.04,  828566.94, 1108106.59, 3094643.56,  527241.52,   23589.07,  265838.44,       0.00,     811.10
 2006129,12467737.30, 1067802.84,  965301.59, 1083590.78,  895424.78,  881715.03,  200065.51,  526345.74,  984126.27,  828566.94, 1108139.47, 3103670.74,  527241.52,   23589.07,  267437.16,       0.00,     811.10
 2006130,12364767.46, 1067802.84,  965301.59, 1077140.13,  894689.44,  843691.01,  170383.67,  526345.74,  984126.27,  828566.94, 1108139.47, 3103670.74,  507693.98,   18810.49,  263817.49,       0.00,     811.10
 2006131,12372705.84, 1067802.84,  965301.59, 1077140.13,  896132.76,  857823.23,  175281.07,  551519.18,  932752.87,  829444.74, 1105202.43, 3139981.87,  526778.08,   16125.39,  226832.01,       0.00,     811.10
 2006132,12401667.82, 1067802.84,  965301.59, 1076205.23,  896132.76,  867069.70,  193367.18,  555733.12,  937090.00,  829444.74, 1104675.85, 3148424.19,  524303.78,   16125.39,  215403.79,       0.00,     811.10
 2006133,12281470.68, 1066139.08,  964449.84, 1074546.74,  892198.91,  859908.07,  196787.96,  533038.95,  895223.97,  828806.45, 1079835.83, 3147990.34,  517613.62,   16125.39,  204217.87,       0.00,     811.10
 2006134,12268171.77, 1066139.08,  962245.72, 1074367.23,  889990.42,  847069.36,  193533.59,  526363.87,  895223.97,  828806.45, 1079835.83, 3169443.19,  516590.22,   16125.39,  197849.80,       0.00,     811.10
 2006135,12243998.02, 1066139.08,  962245.72, 1074367.23,  889990.42,  844906.25,  184940.15,  519336.95,  892334.85,  828806.45, 1076334.67, 3169443.19,  516590.22,   16125.39,  197849.80,       0.00,     811.10
 2006136,12157814.19, 1066139.08,  956734.10, 1074876.35,  889990.42,  839569.48,  182553.96,  519336.95,  892334.85,  828806.45, 1071342.12, 3169225.34,  478463.74,   15239.17,  168614.54,       0.00,     811.10
 2006137,12157814.19, 1066139.08,  956734.10, 1074876.35,  889990.42,  839569.48,  182553.96,  519336.95,  892334.85,  828806.45, 1071342.12, 3169225.34,  478463.74,   15239.17,  168614.54,       0.00,     811.10
 2006138,12050782.06, 1065096.23,  951711.04, 1075435.63,  889990.42,  850918.68,  195525.50,  515752.11,  869528.93,  822842.20, 1040696.30, 3187919.32,  408587.92,    6558.49,  165631.64,       0.00,     811.10
 2006139,12030429.86, 1062092.52,  949355.70, 1082832.14,  891007.86,  861144.56,  205195.89,  526737.48,  866653.80,  823080.10, 1038400.24, 3192142.13,  370669.39,    1504.86,  156055.04,       0.00,     811.10
 2006140,12058322.80, 1062092.52,  949355.70, 1082832.14,  891007.86,  873766.38,  215844.46,  529414.82,  859571.47,  823837.46, 1045806.25, 3193006.31,  370669.39,    1504.86,  156055.04,       0.00,     811.10
 2006141,11970767.65, 1062092.52,  946792.80, 1081260.60,  883525.02,  864278.43,  193542.97,  524651.87,  852275.65,  823837.46, 1042252.67, 3189733.89,  364582.48,    1271.89,  137859.17,       0.00,      63.15
 2006142,11854728.87, 1054370.77,  948378.64, 1081260.60,  872473.05,  868240.85,  199880.96,  509074.61,  835432.23,  813846.96, 1032556.33, 3192000.73,  336531.94,     719.52,  107151.46,       0.00,      63.15
 2006143,11862106.46, 1054370.77,  948378.64, 1081260.60,  872473.05,  868240.85,  199880.96,  513136.36,  837620.83,  813846.96, 1030717.21, 3192000.73,  339482.29,     719.52,  107151.46,       0.00,      63.15
 2006144,11680261.01, 1050876.44,  933003.25, 1082991.08,  860629.50,  835408.55,  193765.63,  490902.26,  822502.35,  803882.31, 1028769.35, 3190077.64,  285024.21,     719.52,   98882.69,       0.00,      63.15
 2006145,11672621.57, 1050876.44,  928257.01, 1082991.08,  860629.50,  835408.55,  193765.63,  490902.26,  829594.28,  803882.31, 1024463.36, 3190077.64,  281221.15,     719.52,   97006.61,       0.00,      63.15
 2006146,11674801.26, 1050876.44,  928696.14, 1082991.08,  860629.50,  835408.55,  193765.63,  490902.26,  829594.28,  803882.31, 1024463.36, 3190077.64,  282961.71,     719.52,   97006.61,       0.00,      63.15
 2006147,11637016.26, 1050876.44,  928696.14, 1078949.43,  860629.50,  835408.55,  193765.63,  490902.26,  816908.53,  802704.27, 1019511.89, 3190077.64,  270963.14,     719.52,   94077.09,       0.00,      63.15
 2006148,11630047.63, 1050876.44,  921571.03, 1078949.43,  860629.50,  831684.25,  193675.02,  490902.26,  821431.33,  802704.27, 1024188.73, 3181205.47,  274607.04,     719.52,   94077.09,       0.00,      63.15
 2006149,11581421.43, 1050876.44,  907970.64, 1075246.69,  860629.50,  831684.25,  193675.02,  509268.19,  814954.37,  802704.27, 1021256.54, 3182584.91,  232947.76,     719.52,   94077.09,       0.00,      63.15
 2006150,11452060.28, 1057426.64,  904163.28, 1073357.05,  851380.97,  837465.08,  190771.35,  521951.49,  750742.40,  804034.07,  990225.59, 3182784.82,  194535.76,     719.52,   89739.17,       0.00,       0.00
 2006151,11425615.79, 1063878.56,  907609.16, 1073888.85,  856108.38,  848171.61,  180905.73,  522039.71,  721606.42,  800560.90,  989550.21, 3188696.23,  179378.26,     719.52,   89739.17,       0.00,       0.00
 2006152,11391134.02, 1063878.56,  907609.16, 1073888.85,  856108.38,  848171.61,  180905.73,  522039.71,  721606.42,  800560.90,  968121.14, 3188696.23,  166325.56,     719.52,   89739.17,       0.00,       0.00
 2006153,11405611.05, 1063878.56,  907609.16, 1073888.85,  856108.38,  848171.61,  180905.73,  522039.71,  721606.42,  800560.90,  982598.16, 3188696.23,  166325.56,     719.52,   89739.17,       0.00,       0.00
 2006154,11377056.28, 1063878.56,  909047.69, 1079994.92,  858657.36,  846309.44,  176465.54,  526957.20,  718318.72,  800560.90,  962290.65, 3195490.92,  157118.82,      15.80,   79186.68,       0.00,       0.00
 2006155,11391380.14, 1063878.56,  910624.81, 1081996.77,  859571.84,  853099.09,  192724.67,  546519.51,  711638.80,  800560.90,  945228.22, 3194225.98,  157118.82,      15.80,   71413.29,       0.00,       0.00
 2006156,11251567.67, 1062930.60,  912024.63, 1080409.87,  860108.61,  851258.19,  166851.74,  525770.69,  691902.86,  800084.94,  908145.32, 3190052.69,  133320.42,      15.80,   65928.22,       0.00,       0.00
 2006157,11142423.63, 1062930.60,  911973.58, 1078016.94,  863816.19,  846155.37,  150293.92,  516200.40,  678165.78,  805082.43,  863679.08, 3180128.21,  126598.97,      15.80,   56635.02,       0.00,       0.00
 2006158,11086860.85, 1067020.21,  910806.46, 1079388.81,  859850.77,  834207.03,  144905.44,  521123.44,  660158.51,  804445.25,  849916.09, 3182765.32,  112891.35,      15.80,   56635.02,       0.00,       0.00
 2006159,11185332.47, 1064420.17,  901009.45, 1074824.33,  851904.60,  831266.23,  146198.12,  552312.56,  701950.42,  801600.19,  887119.07, 3184741.16,  128620.04,      15.80,   56635.02,       0.00,       0.00
 2006160,11217799.28, 1063694.34,  900268.97, 1074824.33,  851904.60,  831266.23,  146198.12,  593866.04,  689447.65,  801784.45,  893370.08, 3185287.08,  128620.04,      15.80,   54536.22,       0.00,       0.00
 2006161,11189980.11, 1063694.34,  898013.78, 1074824.33,  853900.82,  829027.91,  145922.71,  595000.60,  679038.80,  801307.34,  877158.13, 3184380.05,  130443.95,      15.80,   54536.22,       0.00,       0.00
 2006162,11167739.43, 1062415.59,  899263.39, 1077267.89,  854416.72,  832307.21,  145115.16,  592377.80,  680058.09,  802306.67,  859315.31, 3186270.16,  119346.42,      15.80,   54547.88,       0.00,       0.00
 2006163,11156611.03, 1058806.02,  899263.39, 1077267.89,  854416.72,  832307.21,  145115.16,  596041.74,  678071.23,  800818.83,  851607.24, 3186270.16,  119346.42,      15.80,   54547.88,       0.00,       0.00
 2006164,11110286.63, 1058806.02,  889611.62, 1076886.23,  854416.72,  832307.21,  145115.16,  577689.89,  681921.77,  800818.83,  849158.58, 3183021.04,  111066.12,      15.80,   46736.32,       0.00,       0.00
 2006165,11076412.25, 1058891.78,  886674.54, 1076077.19,  852874.18,  817759.45,  137408.04,  577689.89,  681921.77,  798851.59,  845451.84, 3183257.26,  110283.57,      15.80,   46540.04,       0.00,       0.00
 2006166,11007552.35, 1058428.15,  883953.97, 1075789.29,  848164.10,  824481.68,  130643.27,  564420.45,  652762.89,  796516.10,  835127.82, 3181550.76,  106776.60,      15.80,   46190.12,       0.00,       0.00
 2006167,10982661.12, 1058428.15,  884072.53, 1074601.01,  841453.79,  824481.68,  130643.27,  559961.52,  642556.93,  796825.59,  838387.08, 3181550.76,  106886.33,      15.80,   40065.35,       0.00,       0.00
 2006168,10892916.06, 1056071.28,  877020.44, 1073216.25,  828961.68,  814629.20,  129704.80,  559568.86,  646048.18,  792269.46,  801804.77, 3183219.46,   87717.55,      15.80,   40065.35,       0.00,       0.00
 2006169,10769677.60, 1056213.34,  878445.65, 1058824.94,  820823.02,  789271.35,  125116.96,  559568.86,  628349.27,  792098.54,  757970.60, 3184254.63,   76056.32,      15.80,   40065.35,       0.00,       0.00
 2006170,10731595.27, 1056213.34,  878359.71, 1053717.55,  811620.61,  766871.53,  123951.48,  559568.86,  628349.27,  792098.54,  757970.60, 3183800.43,   76389.22,      15.80,   40065.35,       0.00,       0.00
 2006171,10700605.70, 1056213.34,  878359.71, 1053717.55,  811620.61,  750332.53,  127611.40,  559568.86,  623164.58,  791402.01,  745741.33, 3183800.43,   76389.22,      15.80,   40065.35,       0.00,       0.00
 2006172,10709754.48, 1056213.34,  887508.49, 1053717.55,  811620.61,  750332.53,  127611.40,  559568.86,  623164.58,  791402.01,  745741.33, 3183800.43,   76389.22,      15.80,   40065.35,       0.00,       0.00
 2006173,10712809.66, 1056213.34,  887508.49, 1053717.55,  811620.61,  750332.53,  127611.40,  563748.38,  622024.22,  791402.01,  745741.33, 3183800.43,   76389.22,      15.80,   40065.35,       0.00,       0.00
 2006174,10692374.53, 1056213.34,  887508.49, 1053717.55,  811620.61,  749480.32,  107466.43,  564301.20,  614590.50,  793834.12,  745741.33, 3194042.85,   76389.22,      15.80,   34833.77,       0.00,       0.00
 2006175,10383411.74, 1056213.34,  886604.37, 1043236.05,  812086.49,  670250.97,   95453.27,  534812.73,  544635.44,  785048.37,  669445.07, 3184362.86,   73215.73,      15.80,   25412.26,       0.00,       0.00
 2006176,10292564.23, 1056213.34,  871039.46, 1043236.05,  818245.27,  670250.97,   95453.27,  522498.62,  542445.72,  785048.37,  607335.72, 3179534.66,   73215.73,      15.80,   25412.26,       0.00,       0.00
 2006177,10302614.61, 1056213.34,  870971.63, 1050032.74,  799333.48,  670648.35,   90143.43,  542146.52,  549260.13,  785366.39,  607383.07, 3179464.04,   73604.43,      15.80,   25412.26,       0.00,       0.00
 2006178,10286835.25, 1056213.34,  861188.50, 1050032.74,  799333.48,  666754.95,   85324.19,  545605.69,  549620.54,  782734.37,  608077.07, 3180298.89,   73604.43,      15.80,   25412.26,       0.00,       0.00
 2006179,10156365.51, 1056213.34,  858971.76, 1041743.19,  798707.06,  632039.08,   78943.03,  536424.23,  519460.41,  783441.22,  570557.85, 3178228.86,   73604.43,      15.80,   25412.26,       0.00,       0.00
 2006180,10137813.10, 1056213.34,  858971.76, 1041743.19,  798707.06,  637945.97,   80777.23,  536424.23,  519460.41,  783441.22,  544264.36, 3178228.86,   73604.43,      15.80,   25412.26,       0.00,       0.00
 2006181, 9993762.36, 1056213.34,  806552.31, 1040396.19,  786740.60,  637945.97,   80777.23,  536424.23,  519460.41,  783441.22,  470781.66, 3178228.86,   68769.29,      15.80,   25412.26,       0.00,       0.00
 2006182, 9652642.84, 1056213.34,  799625.77, 1045695.91,  776479.64,  573152.17,   61112.48,  506901.11,  464605.29,  778536.44,  382026.83, 3169962.01,   18132.71,      15.80,   17598.53,       0.00,       0.00
 2006183, 9591759.20, 1054436.01,  797072.20, 1039531.56,  782679.22,  543023.77,   56067.81,  507023.36,  458785.01,  771241.79,  380272.23, 3165864.64,   16807.26,      15.80,   17598.53,       0.00,       0.00
 2006184, 9495440.83, 1050676.73,  794295.62, 1036341.94,  774511.63,  539720.72,   57976.18,  507023.36,  417700.69,  767778.82,  360720.72, 3153827.31,   15912.80,      15.80,   17598.53,       0.00,       0.00
 2006185, 9374397.25, 1044950.05,  789121.90, 1034486.76,  758934.42,  526627.00,   57164.77,  505505.53,  390724.60,  766318.15,  324358.97, 3150210.81,   10193.30,      15.80,   14445.19,       0.00,       0.00
 2006186, 9331983.72, 1041653.70,  788058.54, 1045734.99,  776083.07,  503809.44,   51360.49,  501904.51,  394829.43,  747385.15,  326973.02, 3128197.09,   10193.30,      15.80,   14445.19,       0.00,       0.00
 2006187, 9199009.88, 1036730.67,  758092.12, 1044665.85,  754042.27,  503809.44,   51360.49,  494204.49,  362599.71,  739407.71,  301864.00, 3126904.69,    9527.46,      15.80,   14445.19,       0.00,       0.00
 2006188, 9095139.97, 1033737.30,  758864.59, 1041918.79,  736082.25,  493225.50,   48914.45,  435301.06,  360975.21,  739527.21,  301758.79, 3119506.38,    9527.46,      15.80,   14445.19,       0.00,       0.00
 2006189, 8933536.13, 1028824.51,  743470.67, 1022519.47,  724390.18,  441394.24,   42849.41,  428361.88,  359272.77,  731691.77,  273307.10, 3114720.90,    6932.25,      15.80,   14445.19,       0.00,       0.00
 2006190, 8921039.50, 1029271.90,  743778.82, 1018841.80,  725788.60,  442587.38,   36948.35,  428182.86,  362498.78,  719190.76,  276205.08, 3115247.20,    6697.00,      15.80,   14445.19,       0.00,       0.00
 2006191, 8658246.94, 1021396.18,  725893.23,  974360.09,  704297.17,  409780.01,   36948.35,  396882.10,  340925.94,  688152.90,  224995.55, 3112117.44,    6697.00,      15.80,   14445.19,       0.00,       0.00
 2006192, 8689526.12, 1021396.18,  746402.20,  977852.03,  702628.50,  410386.78,   36480.14,  404386.33,  339427.36,  688152.90,  224282.82, 3115632.91,    6697.00,      15.80,   14445.19,       0.00,       0.00
 2006193, 8614545.83, 1021396.18,  728187.33,  969806.00,  703351.03,  397230.02,   36480.14,  396600.88,  334822.69,  682990.97,  206624.36, 3115583.16,    5672.10,      15.80,   14445.19,       0.00,       0.00
 2006194, 8623118.46, 1020404.78,  715264.93,  969016.14,  707253.51,  388918.71,   35301.86,  405439.73,  335659.59,  699932.71,  208086.69, 3116366.72,    5672.10,      15.80,   14445.19,       0.00,       0.00
 2006195, 8525764.87, 1013952.67,  711456.60,  960416.41,  687339.33,  366083.94,   31605.39,  403476.83,  323398.28,  693919.21,  194113.61, 3118529.54,    5672.10,      15.80,   14445.19,       0.00,       0.00
 2006196, 8425421.74, 1009585.84,  714389.43,  959886.28,  674217.21,  328681.07,   27200.43,  408576.60,  304351.20,  695099.49,  172019.93, 3120514.41,    5672.10,      15.80,    3871.97,       0.00,       0.00
 2006197, 8421938.62, 1011127.30,  715877.34,  969245.90,  682874.61,  321977.50,   26730.80,  399801.62,  302626.76,  695099.49,  165580.43, 3120097.01,    5672.10,      15.80,    3871.97,       0.00,       0.00
 2006198, 8390619.43, 1012002.97,  707980.65,  973850.75,  681292.15,  316163.54,   26316.38,  397505.99,  304202.62,  683157.01,  152277.55, 3124951.81,    5672.10,      15.80,    3871.97,       0.00,       0.00
 2006199, 8370345.07, 1011842.18,  707744.75,  973850.75,  680103.76,  316019.11,   25358.42,  396718.60,  301547.23,  677776.31,  152245.56, 3122699.19,    2704.00,      15.80,     361.26,       0.00,       0.00
 2006200, 8271589.95, 1003172.56,  708358.77,  970366.13,  653929.54,  305939.67,   26679.83,  377054.76,  296663.18,  666914.62,  137066.40, 3121023.43,    2704.00,      15.80,     361.26,       0.00,       0.00
 2006201, 8218819.09, 1000827.99,  707507.71,  969861.36,  667406.08,  294333.14,   22529.91,  385002.31,  288361.21,  647290.91,  105877.70, 3126344.43,    1759.29,      15.80,     361.26,       0.00,       0.00
 2006202, 8184969.29, 1000827.99,  707507.71,  969861.36,  667406.08,  275047.61,   16440.51,  377747.01,  288361.21,  639287.33,  110012.67, 3129034.57,    1759.29,      15.80,     361.26,       0.00,       0.00
 2006203, 8185435.82, 1000827.99,  707507.71,  969861.36,  667406.08,  272691.62,   15662.29,  377747.01,  289671.08,  639287.33,  112303.56, 3129034.57,    1759.29,      15.80,     361.26,       0.00,       0.00
 2006204, 8122086.81,  999931.50,  678271.58,  968391.12,  633664.65,  276217.68,   16075.78,  458870.51,  204868.97,  638306.19,  106329.47, 3137724.12,    1759.29,      15.80,     361.26,       0.00,       0.00
 2006205, 8077954.30,  999931.50,  678271.58,  962729.67,  620871.51,  256341.64,   16075.78,  460032.95,  204868.97,  633243.68,  105191.13, 3136960.65,    1759.29,      15.80,     361.26,       0.00,       0.00
 2006206, 8053451.90, 1001882.23,  689139.34,  960021.12,  602647.85,  254459.75,   16437.78,  462793.32,  206320.66,  622118.07,   99634.31, 3134544.07,    1759.29,      15.80,     361.26,       0.00,       0.00
 2006207, 7972024.15,  994140.49,  687109.22,  956045.42,  590833.06,  254477.92,   16437.78,  443518.05,  193275.90,  612945.89,   91771.25, 3128015.76,    1759.29,      15.80,     361.26,       0.00,       0.00
 2006208, 7934558.58,  977570.54,  687109.22,  959615.73,  569274.76,  251425.75,   16546.40,  448475.16,  192813.46,  614323.96,   93205.89, 3120744.30,    1759.29,      15.80,     361.26,       0.00,       0.00
 2006209, 7839372.48,  962851.74,  686213.64,  955547.89,  568265.29,  243982.77,   15056.68,  448475.16,  142156.14,  604631.31,   83977.45, 3124760.99,    1759.29,      15.80,     361.26,       0.00,       0.00
 2006210, 7824149.94,  962851.74,  686213.64,  955547.89,  568265.29,  243982.77,   15056.68,  448475.16,  143788.96,  588891.65,   82861.75, 3124760.99,    1759.29,      15.80,     361.26,       0.00,       0.00
